,fuel,test_year,age,y_mean,y_lower,y_upper,n
293,car_diesel,2018,17,10098.674773406376,10010.16293323302,10187.186613579732,28112
294,car_diesel,2018,18,9330.191200196754,9246.461269999823,9413.921130393685,14231
295,car_diesel,2018,19,8679.749807133727,8599.579811936304,8759.91980233115,8607
296,car_diesel,2018,20,7934.869676731211,7850.796955250595,8018.942398211828,6094
297,car_diesel,2018,21,7409.883784505788,7314.565935011428,7505.201634000147,4492
298,car_diesel,2018,22,7122.027535600117,7016.30895439201,7227.746116808224,3441
299,car_diesel,2018,23,6985.0285471406505,6852.660618720361,7117.39647556094,2588
300,car_diesel,2018,24,6812.820966029724,6660.898729562365,6964.743202497084,1884
301,car_diesel,2019,3,18464.74816863012,18439.846868483462,18489.64946877678,215691
302,car_diesel,2019,4,17139.90581691156,17113.40799132868,17166.40364249444,201105
303,car_diesel,2019,5,16325.769900688658,16301.324940469129,16350.214860908187,193130
304,car_diesel,2019,6,15745.361737004852,15721.137584332395,15769.58588967731,187570
305,car_diesel,2019,7,15293.191907966198,15268.898167427562,15317.485648504835,179521
306,car_diesel,2019,8,14777.952908569088,14754.082077104955,14801.823740033222,170730
307,car_diesel,2019,9,14172.241619466007,14148.999336472982,14195.483902459033,164122
308,car_diesel,2019,10,13658.002783025511,13626.932429701816,13689.073136349207,149165
309,car_diesel,2019,11,13260.310322333471,13229.515501716634,13291.105142950308,137032
310,car_diesel,2019,12,12880.920039097913,12850.59084358659,12911.249234609237,123536
311,car_diesel,2019,13,12401.326195907966,12368.173711292236,12434.478680523696,102834
312,car_diesel,2019,14,11913.891939498977,11876.151526357811,11951.632352640143,82511
313,car_diesel,2019,15,11260.412119311055,11219.140237688727,11301.684000933383,61369
314,car_diesel,2019,16,10861.803263273543,10797.662588334942,10925.943938212144,41869
315,car_diesel,2019,17,10204.57107778268,10144.736451146227,10264.405704419134,40806
316,car_diesel,2019,18,9438.334559877665,9384.463391042005,9492.205728713325,20926
317,car_diesel,2019,19,8868.358481946174,8700.26048549212,9036.456478400229,10441
318,car_diesel,2019,20,8288.396493506494,8180.318545755659,8396.474441257329,6468
319,car_diesel,2019,21,7499.370637518847,7401.48679422696,7597.254480810733,4643
320,car_diesel,2019,22,6864.632164265129,6759.775596678801,6969.4887318514575,3470
321,car_diesel,2019,23,6789.038689447992,6657.431174281773,6920.646204614211,2663
322,car_diesel,2019,24,6520.041350954479,6377.068518186655,6663.014183722303,2043
323,car_diesel,2019,25,6304.826909090909,6137.672327830273,6471.981490351544,1540
324,car_diesel,2022,3,16438.691567774506,16416.204974338667,16461.178161210344,220459
325,car_diesel,2022,4,16173.13056012401,16146.900071015498,16199.36104923252,205151
326,car_diesel,2022,5,15454.570573566416,15425.976485664076,15483.164661468756,151421
327,car_diesel,2022,6,14609.506433962859,14586.267582079801,14632.745285845916,191574
328,car_diesel,2022,7,14007.063955728037,13984.643057634827,14029.484853821248,188878
329,car_diesel,2022,8,13396.478272547636,13374.808546017875,13418.147999077397,182691
330,car_diesel,2022,9,12870.177182238804,12848.87888733931,12891.475477138298,175281
331,car_diesel,2022,10,12420.55085777525,12399.024726360209,12442.076989190291,165358
332,car_diesel,2022,11,12047.330777689369,12025.853984733672,12068.807570645065,153326
333,car_diesel,2022,12,11666.937377988557,11642.823560936713,11691.051195040402,142753
334,car_diesel,2022,13,11320.572239789195,11293.24073190855,11347.90374766984,122199
335,car_diesel,2022,14,10949.059110540607,10919.293038638802,10978.825182442413,101275
336,car_diesel,2022,15,10726.112527400759,10627.699949225711,10824.525105575807,84213
337,car_diesel,2022,16,10253.48604563341,10187.688929721247,10319.283161545573,63024
338,car_diesel,2022,17,9715.813941905097,9679.732499016312,9751.895384793881,45856
339,car_diesel,2022,18,9023.16195735129,8972.472124850896,9073.851789851686,31185
340,car_diesel,2022,19,8540.050047619048,8482.667355724127,8597.43273951397,20580
341,car_diesel,2022,20,8027.795620111732,7973.793866086323,8081.797374137142,18795
342,car_diesel,2022,21,7357.305704189286,7268.389701847142,7446.221706531431,9763
343,car_diesel,2022,22,6768.182563451777,6617.072404168617,6919.292722734937,5122
344,car_diesel,2022,23,6374.864344569288,6229.79538689965,6519.9333022389255,3204
345,car_diesel,2022,24,5860.715951239009,5752.8460172464165,5968.585885231601,2502
346,car_diesel,2022,25,5521.101240951397,5400.967978037623,5641.234503865171,1934
347,car_diesel,2022,26,5132.436359918201,4982.813516761029,5282.059203075372,1467
348,car_diesel,2022,27,4811.488014981274,4620.776692998176,5002.199336964372,1068
349,car_diesel,2022,28,4692.153588888889,4419.523053879412,4964.7841238983665,900
