,fuel,reg_year,test_year,y_mean,y_lower,y_upper,n
164,car_diesel,2016,2021,82011.83002777559,81912.73220814083,82110.92784741035,176414
165,car_diesel,2016,2022,96154.44713582133,96043.47422197947,96265.4200496632,175429
166,car_diesel,2016,2023,109289.21838182036,109161.58816669784,109416.84859694289,158771
167,car_diesel,2017,2020,54284.30453215766,54201.47432364238,54367.13474067293,144258
168,car_diesel,2017,2021,66691.69907138273,66592.99531057019,66790.40283219526,137064
169,car_diesel,2017,2022,81325.45341698671,81211.40321463488,81439.50361933855,134882
170,car_diesel,2017,2023,95168.06299416882,95031.64964018039,95304.47634815726,119873
171,car_diesel,2018,2021,50582.7873113673,50514.15425042931,50651.420372305285,189535
172,car_diesel,2018,2022,66251.16155941476,66165.02402650172,66337.2990923278,182421
173,car_diesel,2018,2023,81329.60634467755,81224.4656126833,81434.7470766718,166869
174,car_diesel,2019,2022,50020.37985871799,49951.75615479635,50089.003562639635,199530
175,car_diesel,2019,2023,66324.64757120643,66234.27151852424,66415.02362388861,178776
176,car_diesel,2020,2023,50525.46711375854,50450.762361207664,50600.171866309414,183072
177,car_petrol,2010,2013,36983.91956508512,36935.8981730051,37031.940957165134,174218
178,car_petrol,2010,2014,48305.8087518751,48246.809170063665,48364.80833368653,169991
179,car_petrol,2010,2015,59387.97760596299,59318.75971527839,59457.19549664758,168573
180,car_petrol,2010,2016,70172.11338253383,70092.62001248804,70251.60675257962,165852
181,car_petrol,2010,2017,81019.39444510223,80924.94174335849,81113.84714684596,145270
182,car_petrol,2010,2018,90381.32000893776,90283.65147428241,90478.98854359312,161114
183,car_petrol,2010,2019,99596.2918349765,99490.30227632316,99702.28139362983,157626
184,car_petrol,2010,2020,107191.44745195731,107075.37054862335,107307.52435529127,146120
185,car_petrol,2010,2021,113863.7740980331,113744.79491814881,113982.75327791739,150643
186,car_petrol,2010,2022,120795.13627621048,120669.42735137296,120920.84520104801,146077
187,car_petrol,2010,2023,126997.31452780808,126856.67481800816,127137.95423760799,128380
188,car_petrol,2011,2014,36690.6476076337,36644.67131025845,36736.62390500895,177686
189,car_petrol,2011,2015,47916.029293290914,47859.14038930923,47972.9181972726,173466
190,car_petrol,2011,2016,58971.88267150318,58905.324988645625,59038.44035436074,170784
191,car_petrol,2011,2017,69958.86769817953,69877.70307369817,70040.03232266089,149082
192,car_petrol,2011,2018,79900.30053870319,79815.00472694145,79985.59635046493,166808
193,car_petrol,2011,2019,89663.72333162666,89569.80747036792,89757.63919288541,164061
194,car_petrol,2011,2020,97617.61357377541,97514.02730354405,97721.19984400677,154008
195,car_petrol,2011,2021,104888.999235856,104781.69783905364,104996.30063265836,159237
196,car_petrol,2011,2022,112633.75384167639,112519.86008896548,112747.6475943873,156338
197,car_petrol,2011,2023,119625.97257281867,119498.7228113594,119753.22233427795,138735
198,car_petrol,2012,2015,35699.92159670248,35656.428359169964,35743.414834234994,181712
199,car_petrol,2012,2016,46710.88152853196,46657.005801094914,46764.757255969,176241
200,car_petrol,2012,2017,57830.96280455668,57762.51377209171,57899.411837021646,152919
201,car_petrol,2012,2018,68054.38103404596,67981.3367574707,68127.42531062123,172884
202,car_petrol,2012,2019,78027.05465199378,77944.81097329922,78109.29833068834,170428
203,car_petrol,2012,2020,86463.45728290796,86371.70916348862,86555.2054023273,161625
204,car_petrol,2012,2021,93790.14075254221,93693.85183216109,93886.42967292333,166489
205,car_petrol,2012,2022,101937.7381166702,101834.67094377153,102040.80528956886,164995
206,car_petrol,2012,2023,109255.15754009245,109139.57171568231,109370.74336450259,147347
207,car_petrol,2013,2016,35681.399990554404,35639.167673014104,35723.632308094704,186330
208,car_petrol,2013,2017,46795.40230875536,46738.991058746935,46851.81355876378,157024
209,car_petrol,2013,2018,57368.62748901581,57305.98180109157,57431.27317694005,179121
210,car_petrol,2013,2019,67679.74828868198,67608.04363322977,67751.45294413419,177337
211,car_petrol,2013,2020,76458.81434192529,76377.40612667722,76540.22255717336,168879
212,car_petrol,2013,2021,84074.21122167543,83987.66334159583,84160.75910175503,173745
213,car_petrol,2013,2022,92605.7655089109,92511.69636847696,92699.83464934485,172486
214,car_petrol,2013,2023,100510.74987433465,100404.88808473173,100616.61166393757,156686
215,car_petrol,2014,2017,35294.5555345979,35252.348484636874,35336.76258455893,187627
216,car_petrol,2014,2018,46072.59436931228,46020.22272502129,46124.966013603276,182301
217,car_petrol,2014,2019,56655.565249909945,56593.611477580904,56717.51902223899,180445
218,car_petrol,2014,2020,65808.1414240424,65736.40230616514,65879.88054191967,172853
219,car_petrol,2014,2021,73588.9490472482,73511.1140630653,73666.7840314311,177192
220,car_petrol,2014,2022,82530.74790713486,82444.71551263616,82616.78030163357,176514
221,car_petrol,2014,2023,90898.26996784427,90799.97613569412,90996.56379999443,161402
222,car_petrol,2015,2018,34928.748512706865,34887.638824787944,34969.858200625786,189976
223,car_petrol,2015,2019,45639.23483191616,45588.11704752537,45690.352616306955,184521
224,car_petrol,2015,2020,55071.24185827004,55010.71144200183,55131.77227453825,176293
225,car_petrol,2015,2021,63113.89604389492,63046.898887251824,63180.89320053802,181570
226,car_petrol,2015,2022,72444.6877621038,72369.15260815083,72520.22291605677,180625
227,car_petrol,2015,2023,81304.7872657269,81217.79773739078,81391.77679406303,166355
228,car_petrol,2016,2019,34655.295249296985,34614.21853986601,34696.37195872796,189894
229,car_petrol,2016,2020,44192.65950847003,44141.6162920548,44243.70272488526,178748
230,car_petrol,2016,2021,52409.564628153006,52351.423896729204,52467.70535957681,182723
231,car_petrol,2016,2022,62071.36051258864,62004.15657626186,62138.564448915415,182466
232,car_petrol,2016,2023,71258.04920075022,71179.30233981441,71336.79606168602,169021
233,car_petrol,2017,2020,33786.21853567773,33739.83452501569,33832.602546339775,147529
234,car_petrol,2017,2021,42044.73528493278,41989.117755980405,42100.352813885154,144227
235,car_petrol,2017,2022,52143.049295527264,52076.96632757236,52209.13226348217,143469
236,car_petrol,2017,2023,61726.21482697828,61646.366406592635,61806.06324736392,131024
237,car_petrol,2018,2021,32245.81666003389,32206.317449677324,32285.315870390452,192981
238,car_petrol,2018,2022,42635.47043945111,42586.107828197215,42684.83305070501,188963
239,car_petrol,2018,2023,53016.27411280016,52955.695062494415,53076.8531631059,176826
240,car_petrol,2019,2022,31887.292336494236,31847.58505844234,31926.999614546134,200681
241,car_petrol,2019,2023,42471.03168128258,42419.31882127646,42522.744541288695,183818
242,car_petrol,2020,2023,33523.7477654649,33478.02464138728,33569.470889542514,185533
