,fuel,test_year,age,y_mean,y_lower,y_upper,n
207,car_diesel,2012,6,119778.92118809337,119647.96002934437,119909.88234684238,163270
208,car_diesel,2012,7,136248.52473604208,136102.82003316723,136394.22943891693,153282
209,car_diesel,2012,8,150475.80685104703,150315.90716062143,150635.70654147264,141736
210,car_diesel,2012,9,167677.0098074025,167490.35755012927,167863.66206467574,115474
211,car_diesel,2012,10,180621.78401127743,180453.67355061453,180789.89447194032,148970
212,car_diesel,2012,11,192403.88259377118,192191.41976991462,192616.34541762774,103390
213,car_diesel,2012,12,203730.45794112657,203446.3691886376,204014.54669361556,64851
214,car_diesel,2012,13,211544.21142090682,211198.3107819251,211890.11205988855,45478
215,car_diesel,2012,14,216120.01936412317,215711.0738299288,216528.96489831756,34362
216,car_diesel,2012,15,218408.42899882793,217943.02509997928,218873.8328976766,26449
217,car_diesel,2012,16,220654.1921274259,220115.04035894448,221193.3438959073,19117
218,car_diesel,2012,17,224780.49151515152,224133.1367520032,225427.84627829984,14157
219,car_diesel,2012,18,230435.19360598744,229671.3457980036,231199.04141397128,10355
220,car_diesel,2013,3,61979.51395866847,61899.99708744503,62059.030829891904,198928
221,car_diesel,2013,4,80007.3098883484,79908.66545016337,80105.95432653344,180293
222,car_diesel,2013,5,100979.46121267388,100862.60812234292,101096.31430300484,173270
223,car_diesel,2013,6,118519.94220569222,118388.97945761133,118650.9049537731,168582
224,car_diesel,2013,7,134607.84553884418,134465.54001932585,134750.1510583625,159638
225,car_diesel,2013,8,149894.7325514666,149739.49775981306,150049.9673431201,149126
226,car_diesel,2013,9,162866.91250965057,162697.5553360195,163036.26968328166,136003
227,car_diesel,2013,10,178732.7285635853,178536.4870287014,178928.97009846917,109648
228,car_diesel,2013,11,190588.04733369531,190408.38995813255,190767.70470925808,136301
229,car_diesel,2013,12,200657.50358234238,200425.47195899408,200889.53520569068,90318
230,car_diesel,2013,13,210983.49349131272,210665.64687002046,211301.340112605,53699
231,car_diesel,2013,14,218217.63637623872,217823.06861952454,218612.2041329529,36429
232,car_diesel,2013,15,221446.06752338773,220973.15331556133,221918.98173121412,26189
233,car_diesel,2013,16,223111.52366723344,222563.3925471206,223659.65478734628,19407
234,car_diesel,2013,17,225317.0633118372,224670.89537000688,225963.23125366753,13956
235,car_diesel,2013,18,229832.22101206434,229060.14765813522,230604.29436599347,10444
236,car_diesel,2013,19,234388.74214037435,233451.76981124002,235325.71446950868,7480
237,car_diesel,2014,3,63070.313490731496,62990.53525113272,63150.09173033027,203539
238,car_diesel,2014,4,79589.04217616215,79490.79071155391,79687.2936407704,185772
239,car_diesel,2014,5,96338.08087725576,96224.8902885006,96451.27146601093,176049
240,car_diesel,2014,6,117015.69597315753,116885.4451118957,117145.94683441937,170029
241,car_diesel,2014,7,133680.26289141222,133537.18061297238,133823.34516985205,165037
242,car_diesel,2014,8,148278.8866141039,148127.3205288003,148430.45269940747,155433
243,car_diesel,2014,9,162667.88427517636,162502.68475507837,162833.08379527435,143428
244,car_diesel,2014,10,174175.8401312909,173998.15069505278,174353.529567529,128798
245,car_diesel,2014,11,188690.5661549755,188483.9683680479,188897.1639419031,101487
246,car_diesel,2014,12,199726.47959391656,199531.88711039288,199921.07207744024,121773
247,car_diesel,2014,13,208278.08176475167,208020.79281677178,208535.37071273156,77076
248,car_diesel,2014,14,217531.93806479778,217171.98509197417,217891.8910376214,43520
249,car_diesel,2014,15,224126.98388323703,223662.71208181907,224591.25568465499,28211
250,car_diesel,2014,16,226611.09679814384,226044.148613307,227178.04498298067,19826
251,car_diesel,2014,17,227191.369942069,226539.59422753545,227843.14565660254,14500
252,car_diesel,2014,18,229841.1794386874,229077.86191967566,230604.49695769913,10422
253,car_diesel,2014,19,233705.24353974246,232767.87182643212,234642.6152530528,7687
254,car_diesel,2014,20,238313.54747183985,237199.83390240459,239427.2610412751,5593
255,car_diesel,2015,3,60927.78517054213,60851.58742948508,61003.982911599174,207632
256,car_diesel,2015,4,80774.20463596855,80676.59100263873,80871.81826929837,190066
257,car_diesel,2015,5,95818.1149450682,95707.62063544254,95928.60925469386,182135
258,car_diesel,2015,6,112064.50740099442,111938.05283329348,112190.96196869537,172566
259,car_diesel,2015,7,132061.0634270133,131918.29839869984,132203.82845532673,166311
260,car_diesel,2015,8,147581.21786666746,147429.0006101639,147733.43512317102,161086
261,car_diesel,2015,9,161248.70728283728,161088.00350449735,161409.4110611772,149807
262,car_diesel,2015,10,174058.69800973436,173885.69997815866,174231.69604131006,136424
263,car_diesel,2015,11,184815.34818302275,184625.84511452622,185004.85125151929,119242
264,car_diesel,2015,12,198124.78880036558,197901.61846813725,198347.9591325939,91903
265,car_diesel,2015,13,208351.56419866616,208137.37158184894,208565.7568154834,106460
266,car_diesel,2015,14,215351.20549686812,215061.5443135226,215640.86668021363,63860
267,car_diesel,2015,15,222978.3075968384,222560.09158459323,223396.52360908355,34413
268,car_diesel,2015,16,229463.38617183903,228917.47243722598,230009.29990645207,21718
269,car_diesel,2015,17,230947.7444611842,230288.14721806612,231607.34170430226,15200
270,car_diesel,2015,18,232563.79659476824,231791.8090051438,233335.7841843927,10895
271,car_diesel,2015,19,234495.35795634415,233564.73382132323,235425.98209136506,7834
272,car_diesel,2015,20,239567.20494509267,238454.58158131645,240679.8283088689,5828
273,car_diesel,2015,21,243792.18366120217,242407.73747004615,245176.6298523582,4209
274,car_diesel,2016,3,58865.00271845491,58792.279226231054,58937.72621067877,210627
275,car_diesel,2016,4,78468.50847057615,78375.56243552387,78561.45450562844,194825
276,car_diesel,2016,5,96847.93947036045,96737.63337181728,96958.24556890361,185428
277,car_diesel,2016,6,111547.7402860396,111424.77980058159,111670.7007714976,179171
278,car_diesel,2016,7,126677.58753332225,126539.69349019842,126815.48157644608,168056
279,car_diesel,2016,8,145854.43150107632,145702.21794395146,146006.6450582012,161664
280,car_diesel,2016,9,160343.47246209194,160182.7574352142,160504.18748896968,155376
281,car_diesel,2016,10,172758.86053536515,172590.7812320438,172926.9398386865,142725
282,car_diesel,2016,11,184342.59214483862,184158.10261883395,184527.0816708433,126527
283,car_diesel,2016,12,193736.8322718013,193532.58923827112,193941.0753053315,107505
284,car_diesel,2016,13,206147.35142064182,205904.5575848847,206390.14525639894,80710
285,car_diesel,2016,14,215198.34308965626,214960.62415787313,215436.0620214394,89832
286,car_diesel,2016,15,220800.1152285383,220466.3017626071,221133.92869446953,50823
287,car_diesel,2016,16,227357.89013157896,226869.2540537515,227846.5262094064,26600
288,car_diesel,2016,17,233219.49875265424,232587.91060725116,233851.0868980573,16483
289,car_diesel,2016,18,234235.1174259324,233457.50649988774,235012.72835197707,11476
290,car_diesel,2016,19,236375.24119201195,235424.47915740957,237326.00322661432,8062
291,car_diesel,2016,20,238211.3864684015,237128.93547914943,239293.83745765357,5918
292,car_diesel,2016,21,244636.93119991146,243309.1578434091,245964.7045564138,4517
293,car_diesel,2016,22,246072.91616119407,244522.98748146193,247622.8448409262,3350
294,car_diesel,2017,3,58179.2606314813,58107.283678500105,58251.2375844625,211281
295,car_diesel,2017,4,75819.42607147746,75722.99175041053,75915.86039254439,168025
296,car_diesel,2017,5,94469.57014423313,94354.60589074691,94584.53439771936,161960
297,car_diesel,2017,6,112738.5632420407,112606.00206320507,112871.12442087634,156201
298,car_diesel,2017,7,126470.64208053336,126326.44579225068,126614.83836881604,151043
299,car_diesel,2017,8,140485.31240775177,140327.36206199243,140643.2627535111,141439
300,car_diesel,2017,9,158473.6020307292,158302.55325738035,158644.65080407806,135311
301,car_diesel,2017,10,171935.22134376116,171755.26952019846,172115.17316732387,129078
302,car_diesel,2017,11,182904.25144349452,182714.65256318531,183093.85032380372,115449
303,car_diesel,2017,12,193270.26618331886,193061.5940265168,193478.93834012092,100197
304,car_diesel,2017,13,201342.16568195092,201107.2317662681,201577.09959763376,82176
305,car_diesel,2017,14,212300.3342948579,212012.36247360098,212588.3061161148,59839
