fuel,reg_year,age,emissions,std_error,n
car_diesel,2016,2,15.188209236324578,0.009944039347613839,193083
car_diesel,2016,3,18.573912504568646,0.014494872303898176,193083
car_diesel,2016,4,21.26056125125513,0.017810942466601705,180724
car_diesel,2016,5,23.537759160038913,0.019699235856587095,187269
car_diesel,2016,6,26.203440230225834,0.022179022319066682,188156
car_diesel,2016,7,28.847463935352433,0.024859478873580473,185834
car_diesel,2016,8,31.223078948275223,0.029895712091133866,152491
car_diesel,2017,0,8.577937743851958,0.002631550999951755,147408
car_diesel,2017,1,11.890852948517063,0.006183361101814079,147408
car_diesel,2017,2,15.20376815318217,0.011006089764445403,147408
car_diesel,2017,3,18.5533820190267,0.01613728959932775,147411
car_diesel,2017,4,20.972094167639277,0.019303844490052062,144440
car_diesel,2017,5,23.808130732171776,0.022528602936005396,144255
car_diesel,2017,6,26.66254744665849,0.02592800676832865,142452
car_diesel,2017,7,29.191160322760286,0.03212827370889055,114525
car_diesel,2018,0,8.67525826225993,0.0024946662898755285,198142
car_diesel,2018,1,11.874122515827898,0.005390774701334117,198142
car_diesel,2018,2,15.072986769395868,0.009429842174095118,198142
car_diesel,2018,3,18.321100962857187,0.01378193435905227,198167
car_diesel,2018,4,21.404672951826743,0.017284655019153435,194665
car_diesel,2018,5,24.512071305528973,0.020509250384064287,192619
car_diesel,2018,6,27.424138732837875,0.025482393349928918,159918
car_diesel,2019,0,9.621437143967219,0.003300834467321723,212535
car_diesel,2019,1,13.137174407561705,0.0063480238634716375,212535
car_diesel,2019,2,16.65291167115619,0.0106960272692629,212535
car_diesel,2019,3,20.263931895715647,0.01559082874397861,212545
car_diesel,2019,4,23.919458259196528,0.019926052539045155,206942
car_diesel,2019,5,27.256823165419434,0.025970517611832333,169928
car_diesel,2020,0,9.549969123808948,0.003051882323565692,208332
car_diesel,2020,1,13.153676722101583,0.006326474961886762,208332
car_diesel,2020,2,16.75738432039422,0.010888434217770622,208332
car_diesel,2020,3,20.40599622830195,0.015733967464768243,208332
car_diesel,2020,4,23.839060982367307,0.02159399650834358,166176
car_diesel,2021,0,9.55161747289629,0.0031627792851600047,205758
car_diesel,2021,1,13.491299830988964,0.006852180332304231,205758
car_diesel,2021,2,17.43098218908164,0.011933238258616967,205758
car_diesel,2021,3,21.37034024260184,0.017222257002131557,205758
car_petrol,2005,0,7.300932565032675,0.005919559091431622,51352
car_petrol,2005,1,10.695307392721643,0.012442299856958968,51352
car_petrol,2005,2,14.089682220410612,0.02061518112395614,51352
car_petrol,2005,3,17.51301812884421,0.029217501263360812,51352
car_petrol,2005,4,20.430702823929256,0.03547926011357415,50201
car_petrol,2005,5,23.22167013797336,0.04101406999703006,50257
car_petrol,2005,6,25.89727167300338,0.046177545826734855,50241
car_petrol,2005,7,28.473889550300846,0.05118639047463767,50094
car_petrol,2005,8,30.959229364340118,0.05581223097484015,50055
car_petrol,2005,9,33.39728966212792,0.06026786449954039,49978
car_petrol,2005,10,35.768273433286126,0.06433867667622264,49894
car_petrol,2005,11,38.01585709695714,0.06870806482570534,49145
car_petrol,2005,12,40.38156745034172,0.07601836413514437,44289
car_petrol,2005,13,42.42394068430946,0.07565117165226558,49167
