,fuel,test_year,age,percentage
0,car_hev,2010,3,0.9954105048444672
1,car_hev,2011,3,0.9898683212704696
2,car_hev,2011,4,0.9423763386027536
3,car_hev,2012,3,0.9657829273130598
4,car_hev,2012,4,0.9217264622774696
5,car_hev,2012,5,0.9141594424613292
6,car_hev,2013,3,0.9722679804245339
7,car_hev,2013,4,0.9202541850083981
8,car_hev,2013,5,0.9051654028766392
9,car_hev,2013,6,0.8992010878803331
10,car_hev,2014,3,0.9928129647363568
11,car_hev,2014,4,0.9232965354613596
12,car_hev,2014,5,0.9121880692457611
13,car_hev,2014,6,0.8946422297156946
14,car_hev,2014,7,0.8905320414754377
15,car_hev,2015,3,0.9762998297014562
16,car_hev,2015,4,0.9647904510782852
17,car_hev,2015,5,0.9198315747328331
18,car_hev,2015,6,0.9071691527712316
19,car_hev,2015,7,0.8905019648654872
20,car_hev,2015,8,0.8871324154343022
21,car_hev,2016,3,0.9518129313027917
22,car_hev,2016,4,0.9452246898133667
23,car_hev,2016,5,0.9580263960573712
24,car_hev,2016,6,0.913017151966731
25,car_hev,2016,7,0.8964143317543823
26,car_hev,2016,8,0.8779086592794388
27,car_hev,2016,9,0.8737038925718171
28,car_hev,2018,3,0.9663194214328319
29,car_hev,2018,4,0.9159040759318092
30,car_hev,2018,5,0.889839947749574
31,car_hev,2018,6,0.9071914207764223
32,car_hev,2018,7,0.9174420659318882
33,car_hev,2018,8,0.8744405891891359
34,car_hev,2018,9,0.8643291157207822
35,car_hev,2018,10,0.834953411458535
36,car_hev,2018,11,0.8352881183069862
37,car_hev,2019,3,0.9688320542361452
38,car_hev,2019,4,0.9176052945233284
39,car_hev,2019,5,0.8975650933668673
40,car_hev,2019,6,0.8818582879482927
41,car_hev,2019,7,0.8996252997601919
42,car_hev,2019,8,0.9059539089916059
43,car_hev,2019,9,0.8588482659107668
44,car_hev,2019,10,0.8512440834836156
45,car_hev,2019,11,0.813217020994945
46,car_hev,2019,12,0.8075811660717321
47,car_hev,2020,3,0.9753311143582668
48,car_hev,2020,4,0.9035104961592447
49,car_hev,2020,5,0.8773819607826894
50,car_hev,2020,6,0.8646628011180012
51,car_hev,2020,7,0.8465164193089656
52,car_hev,2020,8,0.866793738921906
53,car_hev,2020,9,0.8713820722180462
54,car_hev,2020,10,0.8072203510557221
55,car_hev,2020,11,0.7938850380604198
56,car_hev,2020,12,0.7538732248086359
57,car_hev,2020,13,0.7428182899881013
58,car_hev,2021,3,0.9538722819655174
59,car_hev,2021,4,0.9285534305437679
60,car_hev,2021,5,0.9124813504079745
61,car_hev,2021,6,0.888870915381238
62,car_hev,2021,7,0.8743716742406173
63,car_hev,2021,8,0.8545364524746761
64,car_hev,2021,9,0.8753056250651653
65,car_hev,2021,10,0.8799713484350796
66,car_hev,2021,11,0.8135727790580206
67,car_hev,2021,12,0.8008756717213716
68,car_hev,2021,13,0.7574959565525675
69,car_hev,2021,14,0.7450280469148394
70,car_hev,2022,3,0.9631932864277515
71,car_hev,2022,4,0.9279474385468041
72,car_hev,2022,5,0.922774581841821
73,car_hev,2022,6,0.909693111925261
74,car_hev,2022,7,0.8884871507182385
75,car_hev,2022,8,0.872618683260145
76,car_hev,2022,9,0.8544980791102469
77,car_hev,2022,10,0.8716576738609113
78,car_hev,2022,11,0.8665506043459649
79,car_hev,2022,12,0.8076823458195256
80,car_hev,2022,13,0.7919133208739975
81,car_hev,2022,14,0.7521481144543828
82,car_hev,2022,15,0.7290498045215026
83,car_bev,2015,3,0.7999999999999999
84,car_bev,2016,3,0.8340021477420447
85,car_bev,2016,4,0.7213517665130568
86,car_bev,2018,3,0.8192022308168659
87,car_bev,2018,4,0.766031398890885
88,car_bev,2018,5,0.7389504323743853
89,car_bev,2018,6,0.6906298003072195
90,car_bev,2019,3,0.9142298261179379
91,car_bev,2019,4,0.7653014246958113
92,car_bev,2019,5,0.752948527688823
93,car_bev,2019,6,0.7260724580342507
94,car_bev,2019,7,0.6734254992319507
95,car_bev,2020,3,0.908874378875611
96,car_bev,2020,4,0.8305343734460071
97,car_bev,2020,5,0.7292925354291359
98,car_bev,2020,6,0.7129188471452004
99,car_bev,2020,7,0.6764002712937319
100,car_bev,2020,8,0.61321044546851
101,car_bev,2021,3,0.9119340929970727
102,car_bev,2021,4,0.8542154326311036
103,car_bev,2021,5,0.8430244898140636
104,car_bev,2021,6,0.7367193688403877
105,car_bev,2021,7,0.7281496524252129
106,car_bev,2021,8,0.6929576668739049
107,car_bev,2021,9,0.6267281105990783
108,car_bev,2022,3,0.9537198518131234
109,car_bev,2022,4,0.8723002532811419
110,car_bev,2022,5,0.8569257936019056
111,car_bev,2022,6,0.8444252505282384
112,car_bev,2022,7,0.7376195910720545
113,car_bev,2022,8,0.7269780520190581
114,car_bev,2022,9,0.6886650087605267
115,car_bev,2022,10,0.6193548387096773
116,car_diesel,2010,3,0.993537650474351
117,car_diesel,2010,4,0.9396612938699846
118,car_diesel,2010,5,0.9092826425104311
119,car_diesel,2010,6,0.8907815427516069
120,car_diesel,2010,7,0.8715719508075767
121,car_diesel,2010,8,0.8977490022263673
