,fuel,reg_year,test_year,y_mean,y_lower,y_upper,n
241,car_petrol,2012,2022,8624.823909534745,8608.610891969209,8641.036927100282,179428
242,car_petrol,2012,2023,8742.078030729968,8726.66358648935,8757.492474970586,173186
243,car_petrol,2012,2024,8672.84987722752,8651.685577108872,8694.014177346167,135128
244,car_petrol,2013,2016,11799.69933296528,11785.886500040173,11813.512165890386,202868
245,car_petrol,2013,2017,11080.718163434874,11063.823424384287,11097.612902485462,170906
246,car_petrol,2013,2018,10817.49371953127,10801.916564737281,10833.07087432526,194995
247,car_petrol,2013,2019,10536.978348035993,10521.592250296955,10552.36444577503,193049
248,car_petrol,2013,2020,8875.926391940995,8860.071367737422,8891.781416144568,183844
249,car_petrol,2013,2021,7733.233432077486,7719.544446774856,7746.922417380117,189142
250,car_petrol,2013,2022,8859.221754338309,8843.49242168455,8874.951086992067,187746
251,car_petrol,2013,2023,8970.211480241747,8955.14247137309,8985.280489110404,182835
252,car_petrol,2013,2024,8883.440190320567,8860.096031461397,8906.784349179738,145649
253,car_petrol,2014,2017,11680.307320257603,11666.64628903621,11693.968351478996,204501
254,car_petrol,2014,2018,10817.481834834683,10802.15054858146,10832.813121087907,198710
255,car_petrol,2014,2019,10747.810404895366,10732.441230981307,10763.179578809426,196594
256,car_petrol,2014,2020,9072.732056498497,9058.472272991585,9086.991840005408,188359
257,car_petrol,2014,2021,7887.210648035493,7873.871057716232,7900.550238354755,193153
258,car_petrol,2014,2022,9160.914755975837,9101.047912573476,9220.781599378197,192358
259,car_petrol,2014,2023,9237.351430779237,9221.015727390284,9253.68713416819,187646
260,car_petrol,2014,2024,9144.028220485243,9114.138559754363,9173.917881216123,150069
261,car_petrol,2015,2018,11509.421370405951,11496.118539661726,11522.724201150177,207143
262,car_petrol,2015,2019,10830.691964071739,10814.998088615466,10846.385839528011,201123
263,car_petrol,2015,2020,9301.613000296426,9287.54724227157,9315.67875832128,192291
264,car_petrol,2015,2021,8131.777201566844,8118.368110091452,8145.186293042237,197850
265,car_petrol,2015,2022,9438.526645844346,9423.96218639473,9453.091105293961,196744
266,car_petrol,2015,2023,9575.396191730804,9560.602173382467,9590.190210079141,192812
267,car_petrol,2015,2024,9502.437536392352,9481.88826645857,9522.986806326133,153535
268,car_petrol,2016,2019,11483.520437837838,11470.227355408888,11496.813520266789,207200
