BodyType,DfT Fuel,fuel,year,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.6,0.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.28,0.61,0.17,0.01,0,0.01,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.35,0.28,0.59,0.18,0.01,0,0.01,0.01,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27,1.54,0.36,0.28,0.59,0.18,0.01,0,0.01,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62,5.22,1.52,0.36,0.28,0.59,0.18,0.01,0,0.01,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16,8.51,5.22,1.51,0.36,0.27,0.59,0.18,0.01,0,0.01,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.74,15.3,8.6,5.15,1.51,0.37,0.27,0.59,0.17,0.01,0,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21,14.72,15.46,8.5,5.17,1.53,0.36,0.27,0.59,0.17,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.51,14.08,14.7,15.17,8.44,5.19,1.52,0.37,0.27,0.57,0.16,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24,20.93,13.79,13.95,14.84,8.38,5.16,1.51,0.36,0.26,0.56,0.16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2012,0,0,0,0,0,0,0,0,0,0,0,0,22.24,21.72,21.07,13.52,13.61,14.53,8.32,5.11,1.49,0.35,0.26,0.54,0.15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2013,0,0,0,0,0,0,0,0,0,0,0,25.09,22.1,22.19,20.58,13.37,13.48,14.3,8.19,5.06,1.49,0.34,0.24,0.52,0.12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2014,0,0,0,0,0,0,0,0,0,0,32.83,24.26,21.77,21.22,19.84,13.03,13.21,14.04,8.05,4.99,1.43,0.33,0.23,0.47,0.11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2015,0,0,0,0,0,0,0,0,0,38.2,32.05,24.01,21.37,21.12,19.71,12.92,13.07,13.92,7.95,4.93,1.41,0.32,0.2,0.41,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2016,0,0,0,0,0,0,0,0,46.01,37.63,31.82,23.56,21.45,21.11,19.65,12.85,12.94,13.73,7.79,4.83,1.38,0.29,0.18,0.37,0.08,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2017,0,0,0,0,0,0,0,66.19,45.51,37.06,30.92,23.47,21.34,21,19.47,12.81,12.72,13.53,7.59,4.68,1.32,0.27,0.16,0.3,0.07,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2018,0,0,0,0,0,0,81.37,65.81,44.8,35.86,30.75,23.3,21.18,20.85,19.24,12.62,12.45,13.23,7.36,4.47,1.26,0.23,0.14,0.25,0.05,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2019,0,0,0,0,0,96.66,80.41,65,43.55,35.82,30.56,23.18,21.04,20.65,19.04,12.4,12.17,12.84,7.07,4.26,1.17,0.21,0.12,0.2,0.04,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2020,0,0,0,0,138.1,95.01,78.01,60.85,43.24,35.37,30.18,23,20.82,20.39,18.54,12.04,11.78,12.43,6.75,4.03,1.1,0.2,0.1,0.16,0.03,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2021,0,0,0,216.73,142.68,97.35,77.26,63.33,43.7,35.6,30.29,23,20.78,20.25,18.32,11.86,11.48,11.99,6.44,3.82,1.02,0.18,0.08,0.12,0.02,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2022,0,0,285.23,226.88,142.09,100.37,78.39,63.39,43.57,35.49,30.18,22.92,20.59,19.95,18.03,11.66,11.17,11.54,6.18,3.63,0.96,0.16,0.07,0.1,0.02,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2023,0,409.74,279.18,225.58,137.44,100.64,78.13,63.08,43.36,35.32,30.04,22.76,20.34,19.72,17.68,11.35,10.77,11.11,5.82,3.36,0.91,0.15,0.05,0.09,0.02,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Hybrid electric (petrol),car_hev,2024,527.406,401.994,279.001,219.736,139.166,100.386,77.989,62.866,43.119,35.096,29.828,22.465,20.059,19.409,17.229,10.935,10.184,10.396,5.318,3.008,0.801,0.126,0.045,0.063,0.012,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374.65,1355.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.05,1395.13,1346.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639.71,1508.19,1396.95,1319.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720.92,1650.79,1509.68,1380.52,1325.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774.59,1755.28,1674.59,1500.59,1396.41,1323.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842.05,1782.12,1766.24,1646.2,1508.9,1382.91,1301.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.99,1851.9,1785.1,1727.78,1654.18,1498.6,1366.34,1279.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1897.93,1978.3,1847.53,1747.46,1735.09,1638.44,1473.03,1333.38,1233.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762.28,1903.72,1952.8,1788.32,1741.14,1707.86,1602.91,1429.66,1276.45,1155.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596.98,1790.68,1913.65,1941.75,1813.27,1734.92,1691.3,1575.3,1384.39,1207.04,1049.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424.03,1635.65,1795.21,1889.97,1947.17,1798.05,1708.95,1649.23,1512.06,1291.42,1079.89,889.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301.85,1440.07,1631.1,1760.81,1879.48,1920.63,1760.56,1657.69,1566.68,1398.73,1138.46,897.74,691.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.58,1333.64,1442.05,1604.46,1754.01,1857.92,1885.73,1714.73,1591.98,1457.88,1254.31,966.78,718.84,520.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092.8,1324.44,1350.65,1425.64,1604.64,1737.35,1828.18,1837.62,1647.81,1494.89,1303.25,1070.06,775.39,544.29,374.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.72,1107.88,1334.71,1335.96,1428.52,1593.2,1718.26,1797.6,1783.72,1567.21,1339.11,1091.49,856.34,588.47,396.41,261.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990.17,1070.61,1106.89,1310.85,1326.5,1407.58,1566.14,1683.52,1743.44,1698.81,1449.44,1181.95,900.93,673.72,441.54,287.7,184.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,862.34,994.9,1075.87,1093.79,1311.45,1317.73,1391.3,1539.02,1638.63,1669.26,1577.03,1290.69,1001.94,709.99,505.25,318.75,202.56,127.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2012,0,0,0,0,0,0,0,0,0,0,0,0,917.92,867.68,998.22,1065.48,1095.71,1303.69,1306.07,1372.65,1505.44,1580.93,1573.21,1427.83,1112.99,820.64,547.42,374.59,228.88,144.36,90.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2013,0,0,0,0,0,0,0,0,0,0,0,1044.86,917.97,867.74,990.05,1067.18,1088.05,1290.41,1286.99,1343.09,1453.23,1494.78,1441.46,1247.62,919.96,647.9,411.79,272.73,163.84,103.67,65.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2014,0,0,0,0,0,0,0,0,0,0,1118.91,1038.17,908.26,846.62,986.32,1055.97,1072.97,1267.76,1257.35,1296.47,1375.97,1378.08,1280.21,1052.94,737.28,499.62,308.53,201.22,119.61,76.35,48.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2015,0,0,0,0,0,0,0,0,0,1206.88,1112.02,1027.91,889.9,855.17,977.09,1043.01,1053.38,1237.35,1215.85,1230.94,1273.24,1232.97,1099.19,859.58,576.37,380.45,232.54,151.07,89.45,58.16,37.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2016,0,0,0,0,0,0,0,0,1237.7,1204.72,1104.54,1011.44,901.13,847.12,964.76,1026.79,1030.27,1199.53,1163.08,1145.76,1143.62,1065.15,905.93,674.73,436.03,282.5,173.35,112.57,67.18,44.61,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2017,0,0,0,0,0,0,0,1257.3,1236.91,1197.77,1086.27,1023,895.55,839.51,952.81,1010,1002.72,1152.27,1092.16,1035.8,991.13,883.77,717.28,511.76,322.74,207.58,129.55,85.08,50.86,34.67,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2018,0,0,0,0,0,0,1377.81,1266.64,1224.18,1170.8,1096.48,1013.92,885.65,827.64,935.54,986.98,964.83,1087.19,1002.25,910.23,835.9,717.04,558.67,386.28,240.4,155.17,98.98,65.9,39.89,27.74,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2019,0,0,0,0,0,1425.1,1378.63,1258.3,1210.12,1190.37,1092.37,1006.52,877,816.57,916.07,958.57,915.92,1004.51,897.47,782.05,691.73,575.17,434.25,293.88,182.23,118.33,77.28,52.47,32.24,22.8,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2020,0,0,0,0,935.29,1407.12,1350.73,1212.35,1213.95,1181.39,1079.82,993.23,863.29,801.69,893.14,925.44,860.79,917.98,794.5,667.23,572.71,463.24,342.12,227.66,141.52,92.21,61.69,42.54,26.21,19.06,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2021,0,0,0,848.94,926.09,1403.38,1329.4,1242.33,1215.33,1177.49,1076.69,988.53,856.95,791.33,870.85,889.58,797.45,823.04,689.63,559.08,467.37,370.88,268.32,177.56,108.68,71.78,49.93,35.33,21.9,16.29,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2022,0,0,757.54,819.85,917.22,1385.93,1356.25,1246.89,1211.57,1170.85,1066.34,976.26,843.41,773.96,841.61,848.21,735.35,737.9,603.89,479.11,392.86,307.17,219.68,144.54,88.24,59.03,42.18,30.18,18.99,14.16,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2023,0,826.47,742.61,809.64,890.92,1395.32,1353.87,1238.91,1201.46,1158.91,1051.69,958.84,824.39,749.68,802.87,796.71,667.62,653.28,523.64,407.61,329.58,255.84,180.27,118.18,69.63,47.11,34.45,24.95,16.01,12.13,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cars,Petrol,car_petrol,2024,675.382,815.071,733.968,793.945,910.133,1396.734,1349.452,1231.233,1190.965,1144.364,1033.496,936.219,798.082,715.352,749.987,729.13,587.097,558.738,440.12,338.133,269.549,207.904,146.043,95.834,56.519,38.74,29.241,21.495,13.975,10.731,7.772,7.318,6.797,7.671,8.881,8.345,6.057,4.745,3.935,3.441,2.88,6.482,5.184,5.446,7.077,7.796,7.651,6.619,5.781,6.206,8.718,13.986,16.111,11.657,10.911,9.71,10.683,9.464,8.104,7.158,7.281,6.746,5.25,5.361,5.769,4.911,3.918,3.029,3.037,3.796,3.375,2.811,1.879,1.646,1.388,1.393,1.304,1.187,0.8,0.03,0.011,0.014,0.011,0.024,0.198,1.362,2.119,2.836,2.819,2.871,2.998,2.332,1.656,1.232,1.246,1.146,0.97,0.772,0.645,0.486,0.374,0.247,0.142,0.396,0.024,0.01,0.002,0.001,0.008,0.011,0.03,0.018,0.017,0.007,0.006,0.008,0.004,0.004,0.008,0.006,0.038,0.025,0.004,0.004,0.003,280.972,18623.246
